,location,total_sqft,bath,price,bhk
7361,Whitefield,4827.0,4.0,400.0,4
7362,Whitefield,1405.0,2.0,84.5,2
7364,Whitefield,3252.0,4.0,280.0,4
7366,Whitefield,1150.0,2.0,90.0,2
7367,Whitefield,2400.0,4.0,147.0,4
7369,Whitefield,624.0,1.0,35.0,1
7372,Whitefield,1700.0,3.0,95.0,3
7373,Whitefield,4960.0,4.0,400.0,4
7374,Whitefield,2928.0,4.0,198.0,4
7376,Whitefield,2700.0,5.0,175.0,3
7377,Whitefield,1216.0,2.0,84.0,2
7378,Whitefield,2882.0,5.0,204.0,4
7379,Whitefield,1840.0,3.0,140.0,3
7380,Whitefield,1778.0,3.0,122.0,3
7382,Whitefield,650.0,1.0,25.0,1
7383,Whitefield,2155.0,3.0,125.0,4
7388,Whitefield,1216.0,2.0,75.0,2
7390,Whitefield,1255.0,2.0,77.0,2
7391,Whitefield,1216.0,2.0,73.0,2
7392,Whitefield,709.0,1.0,34.735,1
7396,Whitefield,1745.0,3.0,100.0,3
7397,Whitefield,3200.0,4.0,224.0,4
7399,Whitefield,825.0,1.0,44.9,1
7403,Whitefield,1870.0,3.0,138.0,3
7406,Whitefield,1862.0,3.0,125.0,3
7407,Whitefield,1655.0,3.0,113.0,3
7408,Whitefield,530.0,1.0,29.44,1
7410,Whitefield,905.0,1.0,50.0,1
7411,Whitefield,1600.0,3.0,82.0,3
7412,Whitefield,1230.0,4.0,80.0,4
7414,Whitefield,630.5,1.0,32.15,1
7415,Whitefield,905.0,1.0,52.0,1
7419,Whitefield,1216.0,2.0,83.0,2
7424,Whitefield,4075.0,5.0,226.0,4
7425,Whitefield,1216.0,2.0,75.0,2
7433,Whitefield,2856.0,5.0,158.5,4
7436,Whitefield,750.0,1.0,51.0,1
7439,Whitefield,1173.0,2.0,77.0,2
7440,Whitefield,1200.0,3.0,68.4,3
7444,Whitefield,3425.0,5.0,250.0,4
7449,Whitefield,2173.0,3.0,128.0,3
7451,Whitefield,905.0,1.0,62.0,1
7452,Whitefield,1870.0,3.0,138.0,3
7453,Whitefield,1320.0,2.0,99.26,2
7454,Whitefield,2901.0,4.0,190.0,3
7455,Whitefield,1485.0,2.0,96.51,2
7456,Whitefield,1755.0,3.0,101.0,3
7458,Whitefield,2225.0,3.0,149.0,3
7459,Whitefield,1250.0,2.0,82.0,2
7461,Whitefield,605.0,1.0,40.0,1
7464,Whitefield,2210.0,3.0,156.0,3
7465,Whitefield,1173.0,2.0,78.2,2
7466,Whitefield,1740.0,4.0,130.0,3
7467,Whitefield,1216.0,2.0,75.0,2
7469,Whitefield,1655.0,3.0,120.0,3
7470,Whitefield,4003.0,6.0,300.0,4
7472,Whitefield,1180.0,2.0,70.0,2
7474,Whitefield,2023.0,4.0,130.0,3
7475,Whitefield,2134.0,4.0,118.0,3
7478,Whitefield,905.0,1.0,60.0,1
7484,Whitefield,1452.0,3.0,90.0,3
7485,Whitefield,2850.0,5.0,240.0,4
7488,Whitefield,2830.0,5.0,190.0,4
7489,Whitefield,1295.0,2.0,78.5,2
7490,Whitefield,840.0,1.0,57.6,1
7491,Whitefield,640.0,1.0,19.83,1
7492,Whitefield,1991.0,3.0,104.0,3
7496,Whitefield,1655.0,3.0,97.0,3
7497,Whitefield,1850.0,3.0,150.0,3
7498,Whitefield,1200.0,3.0,67.77,3
7499,Whitefield,1290.0,2.0,90.0,2
7502,Whitefield,1216.0,2.0,75.0,2
7503,Whitefield,1356.0,2.0,94.84,2
7504,Whitefield,1338.0,2.0,103.0,2
7507,Whitefield,3450.0,4.0,208.0,3
7511,Whitefield,1267.0,2.0,90.33,2
7512,Whitefield,2400.0,4.0,143.0,4
7513,Whitefield,1836.0,3.0,125.0,3
7515,Whitefield,3596.0,3.0,200.0,3
7516,Whitefield,1275.0,2.0,65.0,3
7519,Whitefield,1216.0,2.0,82.0,2
7520,Whitefield,1495.0,3.0,88.0,2
7521,Whitefield,1564.0,3.0,103.0,3
7522,Whitefield,1585.0,3.0,84.0,3
7525,Whitefield,1558.0,3.0,90.0,3
7526,Whitefield,1216.0,2.0,75.0,2
7528,Whitefield,1704.0,3.0,120.0,3
7530,Whitefield,1256.0,2.0,73.0,2
7533,Whitefield,1300.0,2.0,78.0,2
7534,Whitefield,1570.0,3.0,88.0,3
7535,Whitefield,1216.0,2.0,84.03,2
7537,Whitefield,1216.0,2.0,72.5,2
7539,Whitefield,2025.0,4.0,115.0,3
7540,Whitefield,1346.0,2.0,100.0,3
7544,Whitefield,2990.0,3.0,198.0,4
7547,Whitefield,1720.0,3.0,98.97,3
7548,Whitefield,1600.0,3.0,95.0,3
7549,Whitefield,1655.0,3.0,108.0,3
7550,Whitefield,1740.0,3.0,95.0,3
7552,Whitefield,1350.0,2.0,88.0,2
7554,Whitefield,1216.0,2.0,80.0,2
7555,Whitefield,2900.0,4.0,225.0,4
7556,Whitefield,1340.0,2.0,101.0,2
7558,Whitefield,1500.0,3.0,78.57,3
7559,Whitefield,1626.0,3.0,85.0,3
7561,Whitefield,1100.0,2.0,65.0,2
7563,Whitefield,1270.0,2.0,65.0,3
7564,Whitefield,3117.0,3.0,261.0,3
7565,Whitefield,1216.0,2.0,73.0,2
7567,Whitefield,3150.0,3.0,290.0,3
7569,Whitefield,2956.0,5.0,234.0,4
7573,Whitefield,2247.0,3.0,145.0,3
7574,Whitefield,3940.0,5.0,265.0,4
7576,Whitefield,1160.0,2.0,67.0,2
7578,Whitefield,1180.0,2.0,77.0,2
7579,Whitefield,2140.0,3.0,139.0,3
7580,Whitefield,1314.0,2.0,84.0,2
7587,Whitefield,1431.0,3.0,85.0,3
7588,Whitefield,524.0,1.0,29.0,1
7589,Whitefield,2830.0,4.0,161.0,4
7590,Whitefield,2135.0,3.0,149.0,4
7592,Whitefield,3075.0,2.0,188.0,4
7593,Whitefield,1760.0,3.0,160.0,3
7594,Whitefield,1655.0,3.0,110.0,3
7595,Whitefield,840.0,1.0,57.0,1
7596,Whitefield,1725.0,3.0,106.0,3
7599,Whitefield,516.0,1.0,39.0,1
7601,Whitefield,6000.0,4.0,410.0,4
7602,Whitefield,1639.0,3.0,107.0,3
7603,Whitefield,1820.0,3.0,113.0,3
7605,Whitefield,3565.0,4.0,218.0,4
7606,Whitefield,3410.0,5.0,253.0,4
7609,Whitefield,4500.0,4.0,330.0,4
7610,Whitefield,1250.0,2.0,85.0,2
7612,Whitefield,1277.0,2.0,77.0,2
7613,Whitefield,1820.0,3.0,140.0,3
7614,Whitefield,3453.0,4.0,247.0,4
7620,Whitefield,2280.0,4.0,125.0,3
7621,Whitefield,2882.0,5.0,200.0,4
7623,Whitefield,1639.5,3.0,92.63,3
7626,Whitefield,1190.0,2.0,70.0,2
7628,Whitefield,1270.0,2.0,94.0,2
7629,Whitefield,1220.0,2.0,89.0,2
7632,Whitefield,3758.0,3.0,300.0,3
7637,Whitefield,1216.0,2.0,72.0,2
7639,Whitefield,5400.0,5.0,475.0,4
7640,Whitefield,1396.0,3.0,74.0,3
7649,Whitefield,1615.0,3.0,96.9,3
7655,Whitefield,1200.0,2.0,70.0,2
7658,Whitefield,1216.0,2.0,75.0,2
7660,Whitefield,2321.0,4.0,157.0,3
7661,Whitefield,1224.0,2.0,75.0,2
7662,Whitefield,1655.0,3.0,113.0,3
7664,Whitefield,4144.0,5.0,331.0,5
7667,Whitefield,1200.0,3.0,67.75,3
7668,Whitefield,2444.0,4.0,145.0,4
7669,Whitefield,1270.0,2.0,110.0,2
7670,Whitefield,1660.0,3.0,110.0,3
7671,Whitefield,1270.0,2.0,105.0,2
7673,Whitefield,1173.0,2.0,78.2,2
7674,Whitefield,1362.0,2.0,85.0,2
7676,Whitefield,1457.0,2.0,105.0,3
7677,Whitefield,1720.0,3.0,128.0,3
7681,Whitefield,1564.0,3.0,103.0,3
7685,Whitefield,1639.0,3.0,107.0,3
7686,Whitefield,1760.0,3.0,139.0,3
7687,Whitefield,613.0,1.0,48.0,1
7688,Whitefield,1730.0,3.0,125.0,3
7690,Whitefield,877.0,1.0,59.0,1
7694,Yelachenahalli,1464.0,2.0,105.0,3
7695,Yelachenahalli,2400.0,1.0,150.0,2
7696,Yelachenahalli,1700.0,3.0,130.0,3
7697,Yelachenahalli,1080.0,2.0,55.0,2
7698,Yelachenahalli,1400.0,2.0,78.0,2
7699,Yelachenahalli,1330.0,3.0,73.5,3
7700,Yelachenahalli,800.0,1.0,30.0,2
7701,Yelachenahalli,1100.0,2.0,60.0,2
7702,Yelachenahalli,1365.0,2.0,72.0,3
7703,Yelachenahalli,1103.0,2.0,55.0,2
7704,Yelachenahalli,1000.0,2.0,50.0,2
7706,Yelahanka,1326.0,2.0,78.0,2
7713,Yelahanka,1705.0,3.0,95.0,3
7714,Yelahanka,1234.0,2.0,80.0,2
7715,Yelahanka,1315.0,2.0,85.0,2
7716,Yelahanka,1170.0,2.0,62.5,2
7718,Yelahanka,697.0,1.0,45.0,1
7721,Yelahanka,2195.0,4.0,127.0,3
7723,Yelahanka,1614.0,3.0,95.0,3
7725,Yelahanka,628.0,1.0,24.0,1
7728,Yelahanka,654.0,1.0,38.4,1
7736,Yelahanka,1825.0,3.0,105.0,3
7737,Yelahanka,1603.0,3.0,96.0,3
7738,Yelahanka,1304.0,2.0,79.0,2
7744,Yelahanka,1517.0,3.0,76.3,3
7748,Yelahanka,1327.0,2.0,85.0,2
7751,Yelahanka,1566.0,3.0,97.0,3
7753,Yelahanka,1270.0,2.0,78.0,2
7754,Yelahanka,1400.0,2.0,80.54,3
7756,Yelahanka,1322.0,2.0,86.0,2
7757,Yelahanka,1100.0,2.0,70.0,2
7758,Yelahanka,1200.0,2.0,70.0,2
7760,Yelahanka,4000.0,5.0,220.0,5
7761,Yelahanka,2675.0,4.0,140.0,4
7763,Yelahanka,654.0,1.0,37.0,1
7764,Yelahanka,1465.0,3.0,80.01,3
7768,Yelahanka,1692.0,3.0,83.0,3
7773,Yelahanka,2145.0,3.0,125.0,3
7775,Yelahanka,1322.0,2.0,75.0,2
7778,Yelahanka,602.0,1.0,26.0,1
7779,Yelahanka,1100.0,2.0,60.0,2
7780,Yelahanka,1614.0,2.0,100.0,3
7781,Yelahanka,1890.0,3.0,108.0,3
7782,Yelahanka,1556.0,3.0,86.0,3
7783,Yelahanka,1610.0,4.0,85.0,3
7789,Yelahanka,1859.0,3.0,108.0,3
7791,Yelahanka,1322.0,2.0,80.0,2
7794,Yelahanka,2600.0,4.0,175.0,4
7795,Yelahanka,1305.0,2.0,78.0,2
7797,Yelahanka,1711.0,3.0,85.61,3
7798,Yelahanka,1315.0,2.0,75.0,2
7799,Yelahanka,3600.0,6.0,200.0,6
7801,Yelahanka,1614.0,3.0,95.0,3
7802,Yelahanka,1650.0,3.0,105.0,3
7807,Yelahanka,3990.0,4.0,260.0,4
7808,Yelahanka,1620.0,3.0,90.0,3
7809,Yelahanka,654.0,1.0,36.25,1
7810,Yelahanka,1614.0,3.0,93.0,3
7811,Yelahanka,694.0,1.0,30.84,1
7812,Yelahanka,1115.0,2.0,60.0,2
7813,Yelahanka,2317.0,4.0,140.0,3
7814,Yelahanka,1653.0,3.0,93.0,3
7815,Yelahanka,654.0,1.0,38.0,1
7817,Yelahanka,1445.0,2.0,82.0,2
7819,Yelahanka,602.0,1.0,38.0,1
7820,Yelahanka,697.0,1.0,35.0,1
7822,Yelahanka,682.0,1.0,36.23,1
7824,Yelahanka,1560.0,2.0,98.0,3
7825,Yelahanka,1780.0,3.0,107.0,3
7826,Yelahanka,1342.0,2.0,75.0,3
7827,Yelahanka,1823.0,3.0,103.0,3
7828,Yelahanka,1792.0,3.0,104.0,3
7829,Yelahanka,1304.0,2.0,69.97,2
7832,Yelahanka,1300.0,2.0,69.23,2
7833,Yelahanka,1705.0,3.0,91.0,3
7835,Yelahanka,1835.0,3.0,108.0,3
7836,Yelahanka,1847.0,3.0,92.0,3
7838,Yelahanka,1890.0,3.0,109.0,3
7839,Yelahanka,700.0,1.0,38.0,1
7840,Yelahanka,1491.0,3.0,85.0,3
7841,Yelahanka,2088.0,5.0,110.0,4
7844,Yelahanka,3019.0,6.0,190.0,4
7846,Yelahanka,1600.0,3.0,100.0,3
7850,Yelahanka,1705.0,3.0,85.0,3
7851,Yelahanka,1350.0,2.0,85.0,3
7852,Yelahanka,1633.0,3.0,110.0,3
7853,Yelahanka,827.5,1.0,42.535,1
7855,Yelahanka,1355.0,2.0,75.0,3
7858,Yelahanka,1104.0,2.0,58.0,2
7860,Yelahanka,1175.0,2.0,67.77,2
7861,Yelahanka,1322.0,2.0,77.9,2
7862,Yelahanka,602.0,1.0,33.0,1
7863,Yelahanka,1315.0,2.0,77.0,2
7866,Yelahanka,567.0,1.0,25.0,1
7868,Yelahanka,602.0,2.0,30.0,1
7870,Yelahanka,1234.0,2.0,80.0,2
7873,Yelahanka,1267.0,3.0,78.0,2
7874,Yelahanka,1360.0,2.0,78.19,2
7876,Yelahanka New Town,650.0,1.0,33.0,1
7877,Yelahanka New Town,500.0,1.0,20.0,1
7878,Yelahanka New Town,440.0,1.0,16.5,1
7879,Yelahanka New Town,1610.0,3.0,92.0,3
7880,Yelahanka New Town,1700.0,3.0,90.0,3
7881,Yelahanka New Town,650.0,1.0,20.0,1
7882,Yelahanka New Town,350.0,1.0,13.5,1
7884,Yelahanka New Town,1385.0,2.0,65.0,2
7885,Yelahanka New Town,500.0,2.0,24.0,1
7886,Yelahanka New Town,650.0,1.0,17.0,1
7887,Yelahanka New Town,450.0,1.0,16.0,1
7889,Yelahanka New Town,960.0,2.0,50.0,2
7891,Yelahanka New Town,1209.0,2.0,65.0,3
7892,Yelahanka New Town,1400.0,2.0,80.0,3
7893,Yelahanka New Town,450.0,1.0,15.0,1
7894,Yelahanka New Town,500.0,1.0,18.0,1
7895,Yelahanka New Town,1420.0,2.0,75.0,3
7897,Yelahanka New Town,2200.0,2.0,180.0,2
7898,Yelahanka New Town,488.0,1.0,20.0,1
7899,Yelahanka New Town,1100.0,2.0,58.0,2
7902,Yelahanka New Town,1000.0,2.0,44.0,2
7903,Yelahanka New Town,650.0,1.0,18.0,1
7905,Yelahanka New Town,1740.0,3.0,150.0,3
7906,Yelahanka New Town,1290.0,2.0,70.0,2
7908,Yelenahalli,1240.0,2.0,47.12,2
7909,Yelenahalli,1200.0,2.0,46.17,2
7911,Yelenahalli,1260.0,2.0,47.88,2
7913,Yelenahalli,1175.0,2.0,50.0,2
7914,Yelenahalli,1650.0,3.0,68.0,3
7915,Yelenahalli,1200.0,2.0,45.6,2
7916,Yelenahalli,1200.0,2.0,46.17,2
7917,Yelenahalli,1160.0,2.0,44.08,2
7919,Yeshwanthpur,1693.0,3.0,108.0,3
7920,Yeshwanthpur,667.0,1.0,36.85,1
7921,Yeshwanthpur,1950.0,4.0,130.0,4
7923,Yeshwanthpur,665.0,1.0,36.85,1
7927,Yeshwanthpur,671.0,1.0,36.85,1
7928,Yeshwanthpur,1277.5,2.0,95.815,2
7929,Yeshwanthpur,668.0,1.0,36.85,1
7930,Yeshwanthpur,1185.0,2.0,75.84,2
7931,Yeshwanthpur,1195.0,2.0,100.0,2
7932,Yeshwanthpur,1313.0,3.0,96.0,3
7933,Yeshwanthpur,1400.0,2.0,100.0,2
7936,Yeshwanthpur,673.0,1.0,36.85,1
7937,Yeshwanthpur,717.0,2.0,49.475,2
7940,Yeshwanthpur,605.0,1.0,41.745,1
7942,Yeshwanthpur,669.0,1.0,36.85,1
7944,Yeshwanthpur,3027.0,4.0,260.0,3
7947,Yeshwanthpur,670.0,1.0,36.85,1
7950,Yeshwanthpur,1240.0,2.0,80.0,2
7951,Yeshwanthpur,1713.0,3.0,110.0,3
7952,Yeshwanthpur,1144.0,2.0,67.0,2
7953,Yeshwanthpur,1541.0,2.0,130.0,2
7955,Yeshwanthpur,1362.0,2.0,100.0,2
7956,Yeshwanthpur,666.0,1.0,36.8,1
7957,Yeshwanthpur,1855.0,3.0,140.0,3
7959,Yeshwanthpur,1165.0,2.0,85.0,2
7962,Yeshwanthpur,1825.0,3.0,145.0,3
7964,Yeshwanthpur,994.0,2.0,54.67,1
7965,Yeshwanthpur,650.0,1.0,40.0,1
7966,Yeshwanthpur,1855.0,3.0,140.0,3
7967,Yeshwanthpur,1500.0,3.0,100.0,3
7972,Yeshwanthpur,674.0,1.0,36.85,1
7974,Yeshwanthpur,672.0,1.0,36.85,1
7977,Yeshwanthpur,1195.0,2.0,100.0,2
7978,Yeshwanthpur,1692.0,3.0,108.0,3
7980,Yeshwanthpur,2500.0,5.0,185.0,6
7985,Yeshwanthpur,1855.0,3.0,135.0,3
7986,Yeshwanthpur,1876.0,3.0,160.0,3
7988,other,2770.0,4.0,290.0,3
7990,other,510.0,1.0,25.25,1
7992,other,600.0,1.0,38.0,1
7995,other,1500.0,2.0,185.0,2
7997,other,4395.0,3.0,240.0,3
7998,other,845.0,2.0,55.0,2
7999,other,2511.0,3.0,205.0,3
8000,other,1660.0,2.0,105.0,3
8002,other,1200.0,2.0,65.0,2
8003,other,1200.0,3.0,90.0,3
8007,other,782.0,2.0,55.68,2
8008,other,1800.0,3.0,120.0,3
8009,other,1413.0,2.0,75.0,3
8010,other,945.0,2.0,54.0,2
8011,other,1870.0,3.0,110.0,3
8012,other,1260.0,2.0,85.05,3
8014,other,2795.0,4.0,235.0,3
8016,other,1904.0,3.0,150.0,3
8017,other,2000.0,3.0,175.0,3
8020,other,1500.0,3.0,100.0,3
8022,other,1783.0,3.0,115.0,3
8023,other,912.0,2.0,70.0,3
8026,other,1580.0,3.0,100.0,3
8027,other,1415.0,3.0,78.0,3
8029,other,2405.0,4.0,260.0,3
8030,other,1500.0,2.0,115.0,2
8035,other,1060.0,2.0,60.0,2
8036,other,2600.0,8.0,180.0,8
8038,other,1285.0,2.0,72.5,2
8039,other,4050.0,3.0,280.0,3
8042,other,1280.0,2.0,69.0,2
8043,other,3045.0,3.0,170.0,3
8046,other,900.0,2.0,110.0,2
8051,other,1560.0,3.0,115.0,3
8054,other,1200.0,4.0,165.0,4
8056,other,1645.0,3.0,95.0,3
8057,other,1200.0,2.0,79.0,2
8059,other,1350.0,2.0,140.0,3
8060,other,1800.0,3.0,150.0,3
8062,other,1762.0,3.0,125.0,3
8064,other,1200.0,3.0,90.0,3
8065,other,2023.0,3.0,275.0,3
8071,other,2150.0,4.0,240.0,3
8074,other,3309.0,4.0,325.0,4
8075,other,5000.0,9.0,360.0,11
8077,other,1150.0,2.0,126.0,2
8080,other,1200.0,2.0,74.0,2
8083,other,1753.0,3.0,120.0,3
8085,other,720.0,2.0,45.0,2
8088,other,1200.0,3.0,165.0,4
8089,other,700.0,1.0,41.0,1
8091,other,1595.0,3.0,115.0,3
8092,other,1353.0,2.0,110.0,2
8093,other,1200.0,2.0,85.0,1
8096,other,1325.0,2.0,90.0,3
8099,other,1056.0,2.0,80.0,2
8102,other,1544.0,3.0,120.0,3
8103,other,1200.0,2.0,65.0,2
8104,other,540.0,1.0,36.0,1
8105,other,1578.0,3.0,180.0,3
8107,other,1600.0,2.0,115.0,2
8108,other,416.0,1.0,18.5,1
8111,other,834.0,1.0,60.0,1
8112,other,1125.0,4.0,70.0,3
8113,other,3000.0,5.0,260.0,4
8114,other,2160.0,5.0,250.0,6
8116,other,469.0,1.0,25.0,1
8121,other,1630.0,2.0,200.0,2
8123,other,1200.0,2.0,70.0,3
8124,other,1350.0,3.0,77.0,3
8125,other,4046.0,4.0,445.0,4
8126,other,1180.0,2.0,78.34,3
8127,other,1355.0,2.0,115.0,2
8128,other,600.0,1.0,50.0,1
8129,other,1875.0,3.0,165.0,3
8130,other,600.0,2.0,55.0,2
8133,other,1750.0,3.0,120.0,3
8136,other,1092.0,2.0,98.5,3
8139,other,1855.0,3.0,225.0,3
8143,other,425.0,1.0,20.03,1
8145,other,600.0,1.0,60.0,1
8146,other,1468.0,2.0,140.0,2
8147,other,4300.0,5.0,550.0,4
8149,other,775.0,2.0,55.0,2
8151,other,1000.0,2.0,93.0,1
8152,other,445.0,1.0,28.0,1
8154,other,1352.0,3.0,135.0,3
8156,other,1200.0,3.0,95.0,4
8157,other,1976.0,3.0,184.0,3
8158,other,5500.0,4.0,600.0,4
8160,other,1200.0,3.0,95.0,3
8163,other,1180.0,2.0,69.0,2
8164,other,686.0,1.0,17.0,1
8166,other,1500.0,4.0,180.0,4
8168,other,1282.0,2.0,87.0,2
8170,other,1500.0,2.0,95.0,3
8171,other,1300.0,1.0,115.0,2
8172,other,530.0,1.0,20.0,1
8173,other,1350.0,2.0,80.0,2
8175,other,2400.0,6.0,125.0,8
8177,other,1141.0,2.0,62.0,2
8180,other,950.0,1.0,40.0,1
8187,other,1480.0,3.0,90.0,3
8188,other,1600.0,3.0,90.0,3
8189,other,1200.0,4.0,135.0,4
8191,other,1500.0,3.0,115.0,3
8192,other,1824.0,3.0,125.0,3
8193,other,750.0,1.0,56.25,1
8200,other,6000.0,5.0,400.0,4
8201,other,2400.0,3.0,170.0,3
8203,other,1500.0,2.0,98.0,3
8204,other,3095.0,3.0,350.0,3
8206,other,1200.0,1.0,28.0,1
8207,other,1500.0,3.0,100.0,3
8209,other,1560.0,5.0,145.0,5
8211,other,1560.0,3.0,188.0,3
8214,other,485.0,1.0,15.0,1
8220,other,1200.0,3.0,130.0,3
8221,other,1050.0,2.0,67.0,2
8222,other,1596.0,3.0,105.0,3
8226,other,1200.0,3.0,85.0,3
8227,other,1132.0,2.0,67.0,2
8229,other,1515.0,3.0,88.0,3
8232,other,1380.0,2.0,80.0,2
8235,other,4346.0,5.0,500.0,4
8236,other,510.0,1.0,25.25,1
8238,other,2200.0,3.0,187.0,3
8239,other,3329.0,3.0,330.0,3
8240,other,3600.0,4.0,300.0,4
8241,other,3500.0,3.0,450.0,4
8243,other,1093.0,2.0,65.0,2
8245,other,1535.0,3.0,95.0,3
8247,other,1100.0,2.0,62.7,2
8250,other,2197.0,4.0,280.0,3
8252,other,1100.0,2.0,60.0,2
8253,other,1600.0,3.0,172.0,4
8254,other,1450.0,2.0,85.0,3
8255,other,2000.0,3.0,166.0,4
8259,other,1756.0,3.0,100.0,3
8260,other,1532.0,3.0,92.0,3
8261,other,1650.0,3.0,110.0,3
8262,other,1200.0,2.0,66.0,2
8264,other,1525.0,2.0,122.0,3
8268,other,2400.0,3.0,200.0,4
8269,other,1000.0,2.0,130.0,2
8271,other,3040.0,1.0,180.0,2
8273,other,1390.0,3.0,120.0,3
8275,other,1135.0,2.0,68.0,2
8276,other,900.0,2.0,55.0,2
8280,other,2500.0,3.0,250.0,3
8284,other,1269.0,2.0,68.0,2
8285,other,1168.0,3.0,70.0,3
8287,other,2100.0,4.0,155.0,4
8289,other,1515.0,3.0,93.93,3
8294,other,2700.0,4.0,214.0,6
8295,other,2000.0,3.0,210.0,3
8296,other,2400.0,4.0,300.0,5
8297,other,1760.0,3.0,176.0,3
8298,other,595.0,1.0,42.0,1
8303,other,1170.0,2.0,86.0,2
8304,other,2200.0,4.0,235.0,4
8305,other,1500.0,3.0,95.0,3
8313,other,1650.0,3.0,175.0,3
8315,other,1670.0,3.0,91.86,3
8319,other,1250.0,2.0,80.0,3
8320,other,1650.0,4.0,160.0,3
8321,other,800.0,2.0,50.0,2
8322,other,1225.0,2.0,150.0,2
8324,other,3675.0,4.0,367.0,4
8325,other,1200.0,2.0,150.0,2
8328,other,1350.0,2.0,80.0,2
8330,other,1614.0,3.0,110.0,3
8331,other,1188.0,2.0,73.0,2
8332,other,1480.0,3.0,90.0,3
8333,other,680.0,2.0,42.0,2
8336,other,955.0,2.0,53.55,2
8338,other,2479.0,3.0,215.0,3
8339,other,1100.0,2.0,106.0,2
8342,other,1925.0,3.0,120.0,3
8343,other,650.0,1.0,26.0,1
8345,other,2000.0,3.0,207.0,3
8346,other,1050.0,2.0,110.0,2
8348,other,2204.0,2.0,305.0,3
8354,other,1685.0,2.0,110.0,3
8356,other,1550.0,3.0,110.0,3
8357,other,500.0,1.0,20.0,1
8359,other,3155.0,4.0,370.0,3
8360,other,1765.0,3.0,105.0,3
8361,other,1265.0,2.0,70.0,2
8362,other,1012.0,2.0,59.0,2
8363,other,2045.0,4.0,154.0,3
8365,other,2400.0,4.0,280.0,6
8366,other,581.0,2.0,25.0,1
8367,other,1158.0,2.0,85.0,3
8368,other,925.0,2.0,51.0,2
8369,other,1415.0,2.0,110.0,2
8372,other,4750.0,5.0,600.0,4
8373,other,1840.0,3.0,155.0,3
8374,other,1350.0,2.0,185.0,2
8375,other,824.0,2.0,60.0,2
8376,other,1340.0,2.0,100.0,3
8377,other,1620.0,2.0,110.0,3
8378,other,1533.0,3.0,115.0,3
8379,other,1560.0,3.0,85.0,3
8381,other,750.0,1.0,25.0,1
8382,other,1375.0,2.0,85.0,3
8389,other,1500.0,3.0,88.0,3
8391,other,1140.0,2.0,76.0,2
8392,other,1198.0,2.0,84.0,2
8393,other,4000.0,4.0,520.0,4
8395,other,1370.0,2.0,75.0,2
8399,other,1000.0,1.0,55.0,2
8400,other,1200.0,2.0,125.0,2
8404,other,1050.0,1.0,70.0,1
8405,other,1200.0,2.0,80.0,3
8413,other,400.0,1.0,14.0,1
8415,other,1575.0,4.0,150.0,5
8417,other,4800.0,5.0,629.0,4
8418,other,1200.0,2.0,70.0,2
8420,other,1100.0,2.0,60.0,2
8422,other,1300.0,2.0,79.0,2
8424,other,3500.0,4.0,350.0,4
8426,other,1000.0,2.0,110.0,3
8433,other,2400.0,3.0,260.0,3
8434,other,1533.0,3.0,85.0,3
8437,other,1452.0,2.0,110.0,2
8438,other,2357.0,3.0,151.0,3
8439,other,1170.0,2.0,105.0,2
8440,other,1411.0,3.0,91.72,3
8442,other,3095.0,3.0,375.0,3
8444,other,1100.0,3.0,78.0,3
8446,other,3600.0,4.0,365.0,4
8449,other,1945.0,3.0,120.0,3
8451,other,1650.0,3.0,165.0,3
8452,other,351.0,1.0,16.0,1
8453,other,1550.0,2.0,150.0,3
8455,other,1150.0,2.0,75.0,3
8456,other,1200.0,3.0,74.0,3
8457,other,1229.0,3.0,86.03,3
8458,other,1030.0,2.0,61.0,2
8459,other,600.0,1.0,32.0,1
8460,other,1165.0,2.0,135.0,2
8463,other,3000.0,4.0,240.0,4
8465,other,1315.0,2.0,90.0,2
8466,other,1210.0,2.0,72.0,2
8467,other,11338.0,9.0,1000.0,6
8469,other,30000.0,4.0,2100.0,4
8471,other,1170.0,2.0,68.0,2
8472,other,1600.0,2.0,110.0,2
8474,other,1370.0,2.0,75.0,3
8476,other,1980.0,3.0,224.0,3
8478,other,1700.0,3.0,97.0,3
8479,other,1900.0,3.0,160.0,3
8481,other,1100.0,2.0,75.0,2
8482,other,1929.0,3.0,115.0,3
8483,other,3161.0,4.0,214.0,4
8485,other,3515.0,3.0,420.0,3
8487,other,1100.0,2.0,70.0,2
8489,other,440.0,1.0,28.0,1
8492,other,700.0,1.0,41.0,1
8497,other,3000.0,3.0,250.0,3
8498,other,1100.0,2.0,61.0,2
8499,other,1260.0,1.0,41.0,1
8500,other,1500.0,1.0,37.5,1
8501,other,600.0,1.0,17.0,1
8503,other,1165.0,2.0,75.0,2
8504,other,1272.0,4.0,75.0,3
8506,other,1600.0,5.0,140.0,5
8508,other,1000.0,2.0,65.0,3
8510,other,2400.0,4.0,325.0,3
8512,other,1463.0,1.0,142.0,2
8514,other,2401.0,3.0,185.0,3
8515,other,1875.0,2.0,235.0,3
8517,other,890.0,1.0,75.0,1
8520,other,2400.0,3.0,290.0,3
8522,other,1690.0,3.0,100.0,3
8525,other,1350.0,2.0,90.0,2
8526,other,1460.0,3.0,88.0,3
8527,other,1685.0,3.0,95.0,3
8528,other,800.0,1.0,52.0,1
8529,other,4000.0,5.0,280.0,4
8531,other,792.0,2.0,70.0,2
